version 1.000000
type 1
element vertex 35947
face: 0, list = 17139 16974 16973 
face: 0, list = 17139 2577 7010 
face: 0, list = 17139 7010 17140 
face: 0, list = 2577 2713 2578 
face: 0, list = 15523 4936 1653 
face: 0, list = 14742 5357 15393 
face: 0, list = 4815 16475 15391 
face: 0, list = 16098 16100 15690 
face: 0, list = 15045 15297 15487 
face: 0, list = 14689 15015 14896 
face: 0, list = 15651 15517 15516 
face: 0, list = 15786 15787 15650 
face: 0, list = 2177 15892 16033 
face: 0, list = 15382 15383 15255 
face: 0, list = 15932 4679 1874 
face: 0, list = 14746 16074 14629 
face: 0, list = 14528 16514 15414 
face: 0, list = 4415 3663 3404 
face: 0, list = 16621 1874 4679 
face: 0, list = 25420 25564 14375 
face: 0, list = 16111 16112 16860 
face: 0, list = 53 5 6002 
face: 0, list = 433 16948 14474 
face: 0, list = 14866 10977 10745 
face: 0, list = 20663 16799 16616 
face: 0, list = 15923 15785 15784 
face: 0, list = 17008 16541 16540 
face: 0, list = 17006 16195 16212 
face: 0, list = 15289 14707 4136 
face: 0, list = 15960 15955 14732 
face: 0, list = 6669 244 4390 
face: 0, list = 13696 15073 12663 
face: 0, list = 95 28 431 
face: 0, list = 48 13124 5698 
face: 0, list = 15524 5549 15961 
face: 0, list = 16864 15436 16176 
face: 0, list = 15929 16176 16628 
face: 0, list = 15524 15961 14319 
face: 0, list = 16329 15286 6144 
face: 0, list = 21464 21465 7293 
face: 0, list = 941 14364 2131 
face: 0, list = 19991 20022 19981 
face: 0, list = 14424 14425 14406 
face: 0, list = 6527 14984 15108 
face: 0, list = 30551 30418 30417 
face: 0, list = 22516 22517 22419 
face: 0, list = 16865 16176 15929 
face: 0, list = 14059 14157 11969 
face: 0, list = 14402 14421 14422 
face: 0, list = 15929 16628 16031 
face: 0, list = 6390 15284 15292 
face: 0, list = 14421 14447 14448 
face: 0, list = 16077 16786 16095 
face: 0, list = 4653 48 6669 
face: 0, list = 14356 14332 14342 
face: 0, list = 15436 15616 16786 
face: 0, list = 14825 15484 15483 
face: 0, list = 14759 17112 14783 
face: 0, list = 75 5598 2100 
face: 0, list = 35518 35554 35754 
face: 0, list = 14552 15757 15761 
face: 0, list = 282 6141 283 
face: 0, list = 15307 16474 15430 
face: 0, list = 613 14942 14856 
face: 0, list = 546 2227 4127 
face: 0, list = 16247 15307 15430 
face: 0, list = 15497 16631 5487 
face: 0, list = 20462 20547 20548 
face: 0, list = 14572 14664 14665 
face: 0, list = 14392 16472 15428 
face: 0, list = 32446 32554 32447 
face: 0, list = 14572 14665 14573 
face: 0, list = 14549 15697 15749 
face: 0, list = 121 22237 22163 
face: 0, list = 19300 19935 17867 
face: 0, list = 22413 22511 22512 
face: 0, list = 16855 16698 6405 
face: 0, list = 14403 14422 14423 
face: 0, list = 4935 19174 2886 
face: 0, list = 16855 6405 349 
face: 0, list = 349 6405 14934 
face: 0, list = 349 14934 15485 
face: 0, list = 15691 15690 16698 
face: 0, list = 15691 16698 16855 
face: 0, list = 2398 14697 14485 
face: 0, list = 2398 15283 14697 
face: 0, list = 15525 14697 15283 
face: 0, list = 15525 4003 14697 
face: 0, list = 16215 16072 4546 
face: 0, list = 16400 14873 4003 
face: 0, list = 14455 15898 14799 
face: 0, list = 16215 4546 3531 
face: 0, list = 4815 15391 15611 
face: 0, list = 15018 16072 16215 
face: 0, list = 15040 5357 14742 
face: 0, list = 4815 15611 15747 
face: 0, list = 2577 2578 7010 
face: 0, list = 15523 15393 4936 
face: 0, list = 2713 4019 4151 
face: 0, list = 2713 4151 2578 
face: 0, list = 4019 854 853 
face: 0, list = 4019 853 4151 
face: 0, list = 854 5749 5615 
face: 0, list = 1653 15796 1532 
face: 0, list = 854 5615 853 
face: 0, list = 16358 15634 16038 
face: 0, list = 14742 15393 15523 
face: 0, list = 15018 14510 16072 
face: 0, list = 16358 16038 16475 
face: 0, list = 15127 15255 15128 
face: 0, list = 15045 15487 14926 
face: 0, list = 1658 3222 1893 
face: 0, list = 5743 15018 16215 
face: 0, list = 14380 14398 14381 
face: 0, list = 17173 14629 2308 
face: 0, list = 16705 14937 7002 
face: 0, list = 14531 15937 16629 
face: 0, list = 3074 16187 16706 
face: 0, list = 3074 16706 16705 
face: 0, list = 16662 16507 16506 
face: 0, list = 3357 1380 1741 
face: 0, list = 16861 16860 14938 
face: 0, list = 16861 14938 15361 
face: 0, list = 2935 1064 708 
face: 0, list = 14356 14371 14357 
face: 0, list = 12305 13765 13666 
face: 0, list = 26143 26144 737 
face: 0, list = 2378 2513 8851 
face: 0, list = 15960 14732 17008 
face: 0, list = 16192 16337 14919 
face: 0, list = 4136 14707 16073 
face: 0, list = 973 17107 16862 
face: 0, list = 48 5698 244 
face: 0, list = 7007 6669 28 
face: 0, list = 7007 4653 6669 
face: 0, list = 16954 15688 15824 
face: 0, list = 821 10140 11390 
face: 0, list = 16967 15931 16968 
face: 0, list = 15833 16031 16628 
face: 0, list = 15694 15693 16852 
face: 0, list = 17121 1660 16637 
face: 0, list = 15936 16538 272 
face: 0, list = 16050 14617 17123 
face: 0, list = 19991 19981 13696 
face: 0, list = 5755 14186 14067 
face: 0, list = 2935 2936 176 
face: 0, list = 14982 16791 14463 
face: 0, list = 2844 14933 3483 
face: 0, list = 14918 14585 2535 
face: 0, list = 16865 16864 16176 
face: 0, list = 6001 16794 15694 
face: 0, list = 13140 13141 13047 
face: 0, list = 16967 15833 15931 
face: 0, list = 139 6390 13124 
face: 0, list = 3157 1299 3978 
face: 0, list = 15436 16786 16471 
face: 0, list = 95 7007 28 
face: 0, list = 15437 14396 16337 
face: 0, list = 16863 16862 15616 
face: 0, list = 19143 29291 2137 
face: 0, list = 16216 16073 5175 
face: 0, list = 6010 75 167 
face: 0, list = 9411 4018 9524 
face: 0, list = 1186 3873 16397 
face: 0, list = 282 6010 6141 
face: 0, list = 16247 15430 16105 
face: 0, list = 707 6774 3868 
face: 0, list = 24010 21872 24009 
face: 0, list = 16247 16112 16111 
face: 0, list = 3215 5487 16787 
face: 0, list = 14800 2535 14786 
face: 0, list = 14664 14770 14771 
face: 0, list = 14392 16787 16472 
face: 0, list = 23307 23404 23405 
face: 0, list = 14664 14771 14665 
face: 0, list = 53 6002 5878 
face: 0, list = 22163 22237 21219 
face: 0, list = 13590 35729 25130 
face: 0, list = 14749 16104 14751 
face: 0, list = 14623 15142 15141 
face: 0, list = 15141 15142 14362 
face: 0, list = 15634 16183 16038 
face: 0, list = 2398 14485 16183 
face: 0, list = 1532 16478 16179 
face: 0, list = 1653 4936 15796 
face: 0, list = 15619 16478 14537 
face: 0, list = 1532 15796 16478 
face: 0, list = 5994 15619 14537 
face: 0, list = 5994 14537 14915 
face: 0, list = 16400 4003 15525 
face: 0, list = 15619 16179 16478 
face: 0, list = 14623 14622 15142 
face: 0, list = 5685 5819 14873 
face: 0, list = 3213 14815 14895 
face: 0, list = 3213 14895 15966 
face: 0, list = 4815 16358 16475 
face: 0, list = 6404 3611 5819 
face: 0, list = 17179 16336 15685 
face: 0, list = 14797 5994 14915 
face: 0, list = 384 383 5615 
face: 0, list = 384 5615 5749 
face: 0, list = 2666 247 383 
face: 0, list = 2666 383 384 
face: 0, list = 472 2533 247 
face: 0, list = 472 247 2666 
face: 0, list = 4268 6523 2533 
face: 0, list = 83 17179 15685 
face: 0, list = 83 15685 15494 
face: 0, list = 5483 3611 6404 
face: 0, list = 15634 14932 16183 
face: 0, list = 15141 14362 2481 
face: 0, list = 2481 14362 14510 
face: 0, list = 21025 21112 21026 
face: 0, list = 11692 11960 14076 
face: 0, list = 121 98 22237 
face: 0, list = 22163 21219 21218 
face: 0, list = 14770 14884 14771 
face: 0, list = 14397 14416 14417 
face: 0, list = 17127 16962 16961 
face: 0, list = 1741 1380 4282 
face: 0, list = 7002 5486 14718 
face: 0, list = 16705 16706 14937 
face: 0, list = 16507 16663 16508 
face: 0, list = 15524 3262 5858 
face: 0, list = 15361 14938 14857 
face: 0, list = 15361 14857 16778 
face: 0, list = 174 581 465 
face: 0, list = 5754 279 5753 
face: 0, list = 23305 23306 23208 
face: 0, list = 23305 23208 23207 
face: 0, list = 16173 15054 14615 
face: 0, list = 10207 10206 10326 
face: 0, list = 15289 14919 14707 
face: 0, list = 4136 16073 16216 
face: 0, list = 21771 23120 23218 
face: 0, list = 16205 16206 16063 
face: 0, list = 20455 20479 20022 
face: 0, list = 4653 139 48 
face: 0, list = 16181 14789 16864 
face: 0, list = 15688 14458 15824 
face: 0, list = 5732 139 4653 
face: 0, list = 15833 16628 15931 
face: 0, list = 22829 23023 13784 
face: 0, list = 3873 15478 14488 
face: 0, list = 14720 14719 14617 
face: 0, list = 16050 17123 15936 
face: 0, list = 3262 14319 15620 
face: 0, list = 5989 3262 15394 
face: 0, list = 14352 15411 14364 
face: 0, list = 9288 16995 16831 
face: 0, list = 15620 14319 14377 
face: 0, list = 3262 15524 14319 
face: 0, list = 14992 1660 17121 
face: 0, list = 16025 13467 16462 
face: 0, list = 15270 16967 16968 
face: 0, list = 15270 16968 15284 
face: 0, list = 16954 15824 16794 
face: 0, list = 15688 4927 14458 
face: 0, list = 504 95 431 
face: 0, list = 504 431 390 
face: 0, list = 16863 15616 15436 
face: 0, list = 973 16862 16863 
face: 0, list = 14615 15054 14430 
face: 0, list = 16216 5175 16173 
face: 0, list = 16380 16532 10210 
face: 0, list = 15362 4672 1772 
face: 0, list = 16016 4065 4658 
face: 0, list = 22419 22420 35115 
face: 0, list = 615 14554 15622 
face: 0, list = 14817 3793 14933 
face: 0, list = 16111 16860 16861 
face: 0, list = 16247 16105 16112 
face: 0, list = 11618 13472 13569 
face: 0, list = 16506 16507 16354 
face: 0, list = 15428 16472 15828 
face: 0, list = 15428 15828 15827 
face: 0, list = 14770 14883 14884 
face: 0, list = 14883 15003 15004 
face: 0, list = 20455 20022 19991 
face: 0, list = 21218 20409 20407 
face: 0, list = 14349 16323 14712 
face: 0, list = 17245 4328 17246 
face: 0, list = 15966 14895 14622 
face: 0, list = 15966 14622 14623 
face: 0, list = 2398 16183 14932 
face: 0, list = 4138 14507 17132 
face: 0, list = 15488 83 15494 
face: 0, list = 15488 15494 15230 
face: 0, list = 4268 2533 472 
face: 0, list = 949 1530 6523 
face: 0, list = 949 6523 4268 
face: 0, list = 1530 1647 6522 
face: 0, list = 248 3346 16070 
face: 0, list = 14635 1530 949 
face: 0, list = 5685 14873 16400 
face: 0, list = 1419 15488 15230 
face: 0, list = 15415 16491 15934 
face: 0, list = 4417 1415 4138 
face: 0, list = 6404 5819 5685 
face: 0, list = 14593 15052 14715 
face: 0, list = 14797 14915 16336 
face: 0, list = 5483 14748 3611 
face: 0, list = 13272 21673 14053 
face: 0, list = 248 1419 3346 
face: 0, list = 1530 14635 19513 
face: 0, list = 35800 35505 35487 
face: 0, list = 22384 25191 12191 
face: 0, list = 19698 16453 17755 
face: 0, list = 16249 16070 16107 
face: 0, list = 3539 3669 3540 
face: 0, list = 17132 14507 14748 
face: 0, list = 17179 14797 16336 
face: 0, list = 15415 16051 16491 
face: 0, list = 17132 14748 5483 
face: 0, list = 22613 22614 22515 
face: 0, list = 2481 14510 15018 
face: 0, list = 2401 6396 6774 
face: 0, list = 273 15041 7090 
face: 0, list = 2135 14550 14552 
face: 0, list = 16354 16355 16209 
face: 0, list = 2135 14552 2268 
face: 0, list = 175 581 174 
face: 0, list = 3713 2621 17128 
face: 0, list = 16800 16962 20900 
face: 0, list = 14464 5486 14465 
face: 0, list = 7002 14937 5486 
face: 0, list = 14786 14992 14714 
face: 0, list = 22131 22227 22228 
face: 0, list = 16778 14857 14325 
face: 0, list = 16778 14325 16217 
face: 0, list = 15364 11216 8306 
face: 0, list = 4401 6268 708 
face: 0, list = 6875 18927 30352 
face: 0, list = 22127 22223 22224 
face: 0, list = 14615 14430 5855 
face: 0, list = 16173 5175 15054 
face: 0, list = 14457 14825 15483 
face: 0, list = 16192 14919 15289 
face: 0, list = 7005 6908 14820 
face: 0, list = 14385 14402 14403 
face: 0, list = 21232 21235 20479 
face: 0, list = 20122 20208 20123 
face: 0, list = 16538 353 14789 
face: 0, list = 16181 16864 16865 
face: 0, list = 7008 4653 7007 
face: 0, list = 5732 49 139 
face: 0, list = 3170 14704 15014 
face: 0, list = 3170 15014 1420 
face: 0, list = 15936 17123 16538 
face: 0, list = 14720 14617 16050 
face: 0, list = 17022 15929 15790 
face: 0, list = 16254 16181 16865 
face: 0, list = 16254 16865 17022 
face: 0, list = 272 16538 16181 
face: 0, list = 16991 16828 14719 
face: 0, list = 15620 14377 14361 
face: 0, list = 3607 9668 9321 
face: 0, list = 21232 20479 20455 
face: 0, list = 49 1060 6390 
face: 0, list = 49 6390 139 
face: 0, list = 14463 16791 16398 
face: 0, list = 14429 5411 14458 
face: 0, list = 14332 14341 14342 
face: 0, list = 733 390 734 
face: 0, list = 242 16539 17107 
face: 0, list = 242 17107 973 
face: 0, list = 6647 1647 18209 
face: 0, list = 5855 15771 15635 
face: 0, list = 14979 14974 14337 
face: 0, list = 14979 14337 15613 
face: 0, list = 20122 20207 20208 
face: 0, list = 11399 12557 5337 
face: 0, list = 14817 2669 3793 
face: 0, list = 22254 22333 21235 
face: 0, list = 14330 15390 14338 
face: 0, list = 15371 17028 17109 
face: 0, list = 15138 3718 3619 
face: 0, list = 16506 16354 16353 
face: 0, list = 15827 15828 16187 
face: 0, list = 15827 16187 3074 
face: 0, list = 14883 15004 14884 
face: 0, list = 4678 14801 14856 
face: 0, list = 22254 21235 21232 
face: 0, list = 23120 22829 13784 
face: 0, list = 16708 3170 1420 
face: 0, list = 466 2401 707 
face: 0, list = 14446 14497 14498 
face: 0, list = 13800 10383 12292 
face: 0, list = 4417 15140 1415 
face: 0, list = 3961 14461 1416 
face: 0, list = 463 16107 351 
face: 0, list = 16249 248 16070 
face: 0, list = 14811 15359 15490 
face: 0, list = 21495 16857 21586 
face: 0, list = 15359 17177 15115 
face: 0, list = 16857 15490 21494 
face: 0, list = 1419 15230 3346 
face: 0, list = 35599 6964 35932 
face: 0, list = 14897 474 15140 
face: 0, list = 14897 15140 4417 
face: 0, list = 14593 14715 15105 
face: 0, list = 14760 14624 15052 
face: 0, list = 15472 261 22333 
face: 0, list = 14586 23047 22948 
face: 0, list = 15472 22333 22254 
face: 0, list = 19474 15617 1326 
face: 0, list = 17177 14544 14471 
face: 0, list = 21297 21354 261 
face: 0, list = 17177 14471 15115 
face: 0, list = 14544 14529 16330 
face: 0, list = 14544 16330 14471 
face: 0, list = 14529 14326 14393 
face: 0, list = 14529 14393 16330 
face: 0, list = 21297 261 15472 
face: 0, list = 13430 7971 21354 
face: 0, list = 3078 15296 14624 
face: 0, list = 4138 1415 14507 
face: 0, list = 13430 21354 21297 
face: 0, list = 1728 10023 821 
face: 0, list = 15032 15884 20156 
face: 0, list = 14604 7090 14726 
face: 0, list = 1285 3212 14901 
face: 0, list = 9418 10619 7473 
face: 0, list = 4680 974 9525 
face: 0, list = 13378 13014 13377 
face: 0, list = 14550 15757 14552 
face: 0, list = 15749 4678 4544 
face: 0, list = 20980 20900 16962 
face: 0, list = 16944 351 23998 
face: 0, list = 17125 14465 17134 
face: 0, list = 14464 14718 5486 
face: 0, list = 16465 15169 14328 
face: 0, list = 14553 17121 16329 
face: 0, list = 15371 17109 15390 
face: 0, list = 17028 16217 14325 
face: 0, list = 16700 16391 16542 
face: 0, list = 3742 14643 15308 
face: 0, list = 15366 17019 17021 
face: 0, list = 12305 10368 13765 
face: 0, list = 14696 15224 16323 
face: 0, list = 14696 15655 15224 
face: 0, list = 14658 15483 16363 
face: 0, list = 14658 16363 15935 
face: 0, list = 7692 10977 14866 
face: 0, list = 35499 35703 11236 
face: 0, list = 12377 12846 9669 
face: 0, list = 6224 8520 7425 
face: 0, list = 17123 14439 353 
face: 0, list = 16538 14789 16181 
face: 0, list = 1036 7007 95 
face: 0, list = 7008 5732 4653 
face: 0, list = 14458 5411 14519 
face: 0, list = 3663 1575 123 
face: 0, list = 16187 17009 16707 
face: 0, list = 12476 1328 12387 
face: 0, list = 15790 16031 15751 
face: 0, list = 17022 16865 15929 
face: 0, list = 2500 16927 16929 
face: 0, list = 272 16181 16254 
face: 0, list = 16991 14719 14720 
face: 0, list = 14361 14377 16828 
face: 0, list = 13430 13559 7926 
face: 0, list = 22829 23022 23023 
face: 0, list = 1060 15270 15284 
face: 0, list = 1060 15284 6390 
face: 0, list = 2535 14585 15017 
face: 0, list = 2535 15017 14992 
face: 0, list = 22813 22913 22814 
face: 0, list = 734 4013 733 
face: 0, list = 2549 16546 16539 
face: 0, list = 2549 16539 242 
face: 0, list = 9568 8045 15325 
face: 0, list = 5855 14430 15771 
face: 0, list = 14881 15002 14882 
face: 0, list = 15001 15124 15125 
face: 0, list = 13430 7926 7971 
face: 0, list = 23414 23317 7926 
face: 0, list = 23414 7926 13559 
face: 0, list = 20547 20629 20630 
face: 0, list = 0 14338 469 
face: 0, list = 14330 15371 15390 
face: 0, list = 16662 16663 16507 
face: 0, list = 6402 3608 3609 
face: 0, list = 15396 17134 15410 
face: 0, list = 17125 14464 14465 
face: 0, list = 15003 15126 15127 
face: 0, list = 14751 4126 5058 
face: 0, list = 16354 16209 16208 
face: 0, list = 16507 16508 16355 
face: 0, list = 1287 14536 3170 
face: 0, list = 34203 3090 3091 
face: 0, list = 23111 23014 23013 
face: 0, list = 23209 23210 23112 
face: 0, list = 3961 1416 14917 
face: 0, list = 356 14633 15296 
face: 0, list = 12575 15870 23317 
face: 0, list = 12575 23317 23414 
face: 0, list = 4408 3612 14393 
face: 0, list = 4408 14393 14326 
face: 0, list = 3878 4011 3612 
face: 0, list = 3878 3612 4408 
face: 0, list = 463 16249 16107 
face: 0, list = 16294 16445 15870 
face: 0, list = 14917 1416 474 
face: 0, list = 14917 474 14897 
face: 0, list = 14760 15052 14593 
face: 0, list = 14458 14519 14522 
face: 0, list = 21285 16161 21286 
face: 0, list = 17087 21771 16458 
face: 0, list = 16184 14619 4011 
face: 0, list = 16184 4011 3878 
face: 0, list = 15564 15699 2385 
face: 0, list = 12214 35379 35480 
face: 0, list = 15696 14619 16184 
face: 0, list = 34810 34940 34811 
face: 0, list = 16622 16037 15696 
face: 0, list = 29495 29005 29633 
face: 0, list = 17347 17426 17348 
face: 0, list = 11249 11808 14084 
face: 0, list = 15132 15010 15009 
face: 0, list = 14633 17183 5322 
face: 0, list = 35787 35620 35834 
face: 0, list = 3078 14624 14760 
face: 0, list = 10574 13208 12210 
face: 0, list = 28104 6848 27987 
face: 0, list = 15514 15515 15384 
face: 0, list = 14651 14755 14756 
face: 0, list = 16294 15870 12575 
face: 0, list = 14756 23911 23912 
face: 0, list = 2248 4944 1852 
face: 0, list = 20954 20875 20874 
face: 0, list = 14052 16304 1878 
face: 0, list = 6147 10140 3482 
face: 0, list = 3404 3663 2621 
face: 0, list = 3713 17128 17127 
face: 0, list = 22129 22225 22226 
face: 0, list = 4669 2530 2262 
face: 0, list = 2764 13295 10586 
face: 0, list = 57 10349 3073 
face: 0, list = 701 16042 1300 
face: 0, list = 17028 14325 17109 
face: 0, list = 15953 3739 14643 
face: 0, list = 3742 15308 16700 
face: 0, list = 14322 15366 15367 
face: 0, list = 14322 15367 14329 
face: 0, list = 16323 15793 17152 
face: 0, list = 16323 15224 15793 
face: 0, list = 15935 16363 15816 
face: 0, list = 15935 15816 15817 
face: 0, list = 14175 14166 35366 
face: 0, list = 4137 2358 5465 
face: 0, list = 1211 1212 6249 
face: 0, list = 15973 14429 2897 
face: 0, list = 17123 353 16538 
face: 0, list = 14617 16488 14439 
face: 0, list = 503 1036 95 
face: 0, list = 2147 502 503 
face: 0, list = 14447 14498 14499 
face: 0, list = 14402 14422 14403 
face: 0, list = 6792 304 5995 
face: 0, list = 15410 17134 17150 
face: 0, list = 2101 4252 2102 
face: 0, list = 2928 3192 14996 
face: 0, list = 2785 17158 9177 
face: 0, list = 28991 35946 35768 
face: 0, list = 5470 1852 6646 
face: 0, list = 14361 16828 16991 
face: 0, list = 9633 14276 35398 
face: 0, list = 10617 14565 9574 
face: 0, list = 11196 9689 10649 
face: 0, list = 3736 16484 815 
face: 0, list = 14463 16398 14918 
face: 0, list = 3303 3312 1299 
face: 0, list = 22514 22515 22417 
face: 0, list = 733 26006 504 
face: 0, list = 16384 15544 16546 
face: 0, list = 16384 16546 2549 
face: 0, list = 7422 3866 10965 
face: 0, list = 35642 35625 35562 
face: 0, list = 15001 15125 15002 
face: 0, list = 15124 15251 15252 
face: 0, list = 15379 15510 15511 
face: 0, list = 15379 15511 15380 
face: 0, list = 27062 27084 25800 
face: 0, list = 30071 30075 28357 
face: 0, list = 1619 469 1640 
face: 0, list = 0 14330 14338 
face: 0, list = 24 14335 14321 
face: 0, list = 10458 57 6011 
face: 0, list = 14351 15410 14352 
face: 0, list = 15396 17125 17134 
face: 0, list = 16104 16246 14752 
face: 0, list = 16703 2481 15018 
face: 0, list = 15781 15645 15644 
face: 0, list = 14640 14740 15891 
face: 0, list = 27047 27052 28886 
face: 0, list = 20302 20387 20388 
face: 0, list = 10097 10745 7580 
face: 0, list = 5457 671 17171 
face: 0, list = 356 15296 3078 
face: 0, list = 15060 11973 5221 
face: 0, list = 15223 15959 14476 
face: 0, list = 15132 15133 15010 
face: 0, list = 14451 14426 14425 
face: 0, list = 14404 14405 14388 
face: 0, list = 14502 14503 14452 
face: 0, list = 14523 946 827 
face: 0, list = 16294 22239 22238 
face: 0, list = 15395 2 14704 
face: 0, list = 15105 14715 14461 
face: 0, list = 15105 14461 3961 
face: 0, list = 16294 22238 16445 
face: 0, list = 2709 273 14604 
face: 0, list = 35713 35475 35513 
face: 0, list = 15926 15788 15787 
face: 0, list = 827 946 4531 
face: 0, list = 16781 16943 16947 
face: 0, list = 15654 15661 14533 
face: 0, list = 16696 15096 15063 
face: 0, list = 6988 14391 16702 
face: 0, list = 14384 14401 14402 
face: 0, list = 6988 16702 16696 
face: 0, list = 203 22238 22239 
face: 0, list = 17185 5138 14639 
face: 0, list = 35495 35606 35536 
face: 0, list = 27062 25800 24285 
face: 0, list = 225 14538 16708 
face: 0, list = 17012 17175 4114 
face: 0, list = 5348 2280 17175 
face: 0, list = 433 14474 14456 
face: 0, list = 15255 15383 15384 
face: 0, list = 15255 15384 15256 
face: 0, list = 8567 12378 15865 
face: 0, list = 31396 31397 31330 
face: 0, list = 1446 15434 14816 
face: 0, list = 15752 14640 16949 
face: 0, list = 16185 15500 14513 
face: 0, list = 15169 15297 15045 
face: 0, list = 15324 14142 15323 
face: 0, list = 15466 14045 16299 
face: 0, list = 22050 22948 19206 
face: 0, list = 20143 22460 16937 
face: 0, list = 701 1300 557 
face: 0, list = 701 557 16474 
face: 0, list = 14729 15102 3739 
face: 0, list = 15953 14643 3742 
face: 0, list = 2100 2130 6761 
face: 0, list = 940 14322 14329 
face: 0, list = 4679 17152 15793 
face: 0, list = 15937 2004 3208 
face: 0, list = 15544 17008 16546 
face: 0, list = 15817 15816 15960 
face: 0, list = 15904 15905 15766 
face: 0, list = 7891 2928 14877 
face: 0, list = 15961 1187 17151 
face: 0, list = 6144 1448 3718 
face: 0, list = 14719 14721 16488 
face: 0, list = 14617 14439 17123 
face: 0, list = 10840 8038 3314 
face: 0, list = 1036 7008 7007 
face: 0, list = 11256 9680 11221 
face: 0, list = 915 914 1406 
face: 0, list = 19011 18912 1526 
face: 0, list = 23256 30552 30685 
face: 0, list = 2440 2841 5005 
face: 0, list = 14997 14877 2928 
face: 0, list = 5725 5549 5859 
face: 0, list = 158 4636 6792 
face: 0, list = 5423 5288 5287 
face: 0, list = 35806 11725 35816 
face: 0, list = 4944 2248 4940 
face: 0, list = 4944 4940 5079 
face: 0, list = 20802 20721 20720 
face: 0, list = 10093 13811 13812 
face: 0, list = 14962 13429 13335 
face: 0, list = 14756 14757 23911 
face: 0, list = 4013 734 5351 
face: 0, list = 22416 22320 22319 
face: 0, list = 15961 17151 14975 
face: 0, list = 5549 15658 1187 
face: 0, list = 15658 17154 14457 
face: 0, list = 15658 14457 1187 
face: 0, list = 15124 15252 15125 
face: 0, list = 15379 15380 15252 
face: 0, list = 4126 4017 15180 
face: 0, list = 15354 16829 17178 
face: 0, list = 22420 22518 22519 
face: 0, list = 13433 13338 16163 
face: 0, list = 6 1619 1640 
face: 0, list = 6 1640 2396 
face: 0, list = 14335 6146 14321 
face: 0, list = 15378 15510 15379 
face: 0, list = 703 14352 941 
face: 0, list = 14351 15396 15410 
face: 0, list = 22712 22614 22613 
face: 0, list = 16054 15912 11876 
face: 0, list = 16030 14513 15755 
face: 0, list = 5487 5480 3124 
face: 0, list = 16960 16959 4363 
face: 0, list = 13973 14177 35780 
face: 0, list = 616 1777 14815 
face: 0, list = 616 14815 3213 
face: 0, list = 16548 14749 6014 
face: 0, list = 1459 18792 18793 
face: 0, list = 1974 4944 5079 
face: 0, list = 35754 35554 35650 
face: 0, list = 14756 23912 14651 
face: 0, list = 14992 15017 1660 
face: 0, list = 7878 4364 9741 
face: 0, list = 3062 357 942 
face: 0, list = 15009 14890 14889 
face: 0, list = 17171 16322 15499 
face: 0, list = 23297 23395 23298 
face: 0, list = 17183 14633 356 
face: 0, list = 16739 16898 16740 
face: 0, list = 35463 35541 35796 
face: 0, list = 1533 14900 14784 
face: 0, list = 14578 14670 14671 
face: 0, list = 4369 4235 2751 
face: 0, list = 15420 15499 798 
face: 0, list = 4495 4496 4361 
face: 0, list = 16196 16197 16054 
face: 0, list = 35720 35829 35842 
face: 0, list = 16342 16343 16197 
face: 0, list = 16342 16197 16196 
face: 0, list = 15928 14459 14540 
face: 0, list = 3738 14923 15928 
face: 0, list = 14540 14459 5600 
face: 0, list = 3738 798 14923 
face: 0, list = 14540 5600 1771 
face: 0, list = 15928 14923 14459 
face: 0, list = 14564 16848 16948 
face: 0, list = 17012 4114 2151 
face: 0, list = 76 17173 17010 
face: 0, list = 16688 1295 16186 
face: 0, list = 32047 32144 32145 
face: 0, list = 222 1185 1184 
face: 0, list = 16186 5138 17185 
face: 0, list = 2708 14640 15752 
face: 0, list = 14747 14410 15823 
face: 0, list = 15243 6143 4232 
face: 0, list = 15324 10008 14142 
face: 0, list = 20954 20955 20875 
face: 0, list = 20143 18808 22460 
face: 0, list = 15381 15382 15254 
face: 0, list = 7196 8117 10358 
face: 0, list = 701 15228 16042 
face: 0, list = 10586 11408 5562 
face: 0, list = 14729 3739 15953 
face: 0, list = 15549 16031 15833 
face: 0, list = 940 14329 2130 
face: 0, list = 2395 1272 1060 
face: 0, list = 16629 15937 3208 
face: 0, list = 10559 10682 14188 
face: 0, list = 15817 15960 15544 
face: 0, list = 15434 16951 16941 
face: 0, list = 5050 5321 5456 
face: 0, list = 9773 13090 8000 
face: 0, list = 16329 16637 15286 
face: 0, list = 10985 15974 4104 
face: 0, list = 14336 2939 1295 
face: 0, list = 2124 3997 4800 
face: 0, list = 4940 9689 5724 
face: 0, list = 17193 17194 17030 
face: 0, list = 17193 17030 17029 
face: 0, list = 5005 5007 17194 
face: 0, list = 5005 17194 17193 
face: 0, list = 2841 2842 5007 
face: 0, list = 2841 5007 5005 
face: 0, list = 1974 5081 2842 
face: 0, list = 1974 2842 2841 
face: 0, list = 5079 5213 5081 
face: 0, list = 5079 5081 1974 
face: 0, list = 5079 4940 5075 
face: 0, list = 5079 5075 5213 
face: 0, list = 2785 17159 17158 
face: 0, list = 4940 5724 5075 
face: 0, list = 14918 16398 14585 
face: 0, list = 5059 15173 15174 
face: 0, list = 14841 4065 16016 
face: 0, list = 20547 20630 20548 
face: 0, list = 5549 1187 15961 
face: 0, list = 12058 25272 25273 
face: 0, list = 12287 12282 13108 
face: 0, list = 1071 15817 15544 
face: 0, list = 14979 1305 16237 
